property_name,areaWithType,square_feet,transaction,status,floor,furnishing,price_per_sqft,num_floor,price_lakh,bhk
3 BHK Apartment for Sale in Bhimrad Surat,Super Area,1803.0,New Property,Possession,5,Unfurnished,4390.0,14,79.2,3.0
"3 BHK Apartment for Sale in Aagam Heights, Althan Surat",Carpet Area,890.0,New Property,Ready to Move,0,Unfurnished,4000.0,13,64.6,3.0
"3 BHK Apartment for Sale in The Majestic, Althan Surat",Super Area,1906.0,Resale,Ready to Move,4,Unfurnished,4984.0,14,95.0,3.0
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1725.0,New Property,Ready to Move,6,Furnished,4203.0,14,72.5,3.0
"3 BHK Apartment for Sale in Veer Swastik Hills, Pal Surat",Super Area,1800.0,New Property,Possession,8,Unfurnished,4700.0,13,84.6,3.0
2 BHK Apartment for Sale in Jahangirabad Surat,Super Area,1258.0,New Property,Ready to Move,5,Furnished,4372.0,14,55.0,2.0
"3 BHK Apartment for Sale in Anand Avenue, Jahangirabad Surat",Super Area,1725.0,New Property,Ready to Move,5,Furnished,4348.0,14,75.0,3.0
"3 BHK Apartment for Sale in Milestone Utsav, Althan Surat",Carpet Area,1017.0,Resale,Ready to Move,12,Unfurnished,4973.0,13,92.0,3.0
"2 BHK Apartment for Sale in Shiv Digja, Pal Surat",Carpet Area,711.0,Resale,Ready to Move,6,Furnished,4382.0,14,55.0,2.0
3 BHK Apartment for Sale in Althan Surat,Super Area,1773.0,New Property,Possession,9,Unfurnished,4351.0,12,77.1,3.0
"3 BHK Apartment for Sale in Bilvam Rengency, Palanpur Gam Surat",Super Area,1955.0,New Property,Ready to Move,6,Unfurnished,3990.0,13,78.0,3.0
2 BHK Apartment for Sale in Pal Surat,Carpet Area,740.0,New Property,Ready to Move,5,Unfurnished,5204.0,10,70.0,2.0
"2 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",Super Area,1225.0,New Property,Possession,6,Unfurnished,4204.0,14,51.5,2.0
"3 BHK Apartment for Sale in Shaligram Flats, Vesu Surat",Super Area,1775.0,New Property,Ready to Move,5,Unfurnished,5000.0,12,88.8,3.0
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Super Area,1746.0,New Property,Ready to Move,6,Unfurnished,3750.0,13,65.5,3.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,955.0,New Property,Ready to Move,5,Unfurnished,4650.0,14,80.8,3.0
"3 BHK Apartment for Sale in Sattvam, Pal Surat",Super Area,2061.0,New Property,Possession,7,Unfurnished,4600.0,13,94.8,3.0
"2 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1311.0,New Property,Possession,5,Unfurnished,4251.0,13,55.7,2.0
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Carpet Area,1250.0,Resale,Ready to Move,9,Semi-Furnished,3743.0,15,69.5,3.0
"3 BHK Apartment for Sale in Aagam Heights, Althan Surat",Super Area,1550.0,Resale,Ready to Move,8,Unfurnished,4000.0,11,62.0,3.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,1818.0,New Property,Ready to Move,5,Unfurnished,5500.0,13,100.0,3.0
"3 BHK Apartment for Sale in Milestone Utsav, Althan Surat",Super Area,1850.0,Resale,Ready to Move,3,Unfurnished,5000.0,14,92.5,3.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,700.0,New Property,Ready to Move,1,Unfurnished,4217.0,15,56.0,2.0
"2 BHK Apartment for Sale in Veer Swastik Hills, Pal Surat",Super Area,1325.0,New Property,Possession,6,Unfurnished,4702.0,13,62.3,2.0
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Super Area,1632.0,Resale,Ready to Move,2,Furnished,5208.0,11,85.0,3.0
3 BHK  House for Sale in Palanpur Jakatnaka Surat,Super Area,1300.0,Resale,Ready to Move,0,Semi-Furnished,5000.0,1,65.0,3.0
"3 BHK Apartment for Sale in Shaligram Flats, Vesu Surat",Carpet Area,1020.0,Resale,Ready to Move,3,Unfurnished,4757.0,5,88.0,3.0
"3 BHK Apartment for Sale in Pramukh Shiv Siddhi, Pal Gam Surat",Carpet Area,1000.0,Resale,Ready to Move,6,Unfurnished,5414.0,13,98.0,3.0
3 BHK Apartment for Sale in Althan Surat,Super Area,1861.0,New Property,Possession,8,Unfurnished,4451.0,12,82.8,3.0
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1811.0,New Property,Possession,7,Unfurnished,4251.0,13,77.0,3.0
2 BHK Apartment for Sale in Pal Surat,Carpet Area,687.0,New Property,Possession,9,Unfurnished,4252.0,14,53.2,2.0
"3 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",Super Area,1725.0,New Property,Possession,7,Unfurnished,3411.0,14,58.8,3.0
"3 BHK Apartment for Sale in Shaligram Flats, Vesu Surat",Super Area,1815.0,New Property,Ready to Move,5,Unfurnished,5000.0,12,90.8,3.0
2 BHK Apartment for Sale in Palanpur Gam Surat,Carpet Area,700.0,New Property,Ready to Move,4,Unfurnished,4200.0,13,50.8,2.0
2 BHK Apartment for Sale in Pal Surat,Super Area,1350.0,New Property,Possession,6,Unfurnished,4500.0,13,60.8,2.0
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,2111.0,New Property,Possession,5,Unfurnished,4251.0,13,89.7,3.0
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Carpet Area,1250.0,Resale,Ready to Move,10,Unfurnished,3905.0,15,72.5,3.0
"2 BHK Apartment for Sale in Keshav Height, Althan Surat",Super Area,1210.0,Resale,Ready to Move,2,Furnished,6033.0,14,73.0,2.0
3 BHK Apartment for Sale in Althan Surat,Super Area,1761.0,New Property,Possession,5,Unfurnished,3651.0,14,64.3,3.0
"2 BHK Apartment for Sale in Atlanta Sky Deck, Bhimrad Surat",Carpet Area,1200.0,Resale,Ready to Move,13,Unfurnished,5115.0,19,60.0,2.0
3 BHK Apartment for Sale in Pal Surat,Super Area,1960.0,Resale,Ready to Move,7,Unfurnished,4337.0,13,85.0,3.0
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Super Area,1522.0,Resale,Ready to Move,6,Furnished,5585.0,14,85.0,3.0
"3 BHK Apartment for Sale in Bhakti Victory Shoppers, Pal Surat",Super Area,1950.0,Resale,Ready to Move,7,Semi-Furnished,4359.0,13,85.0,3.0
"3 BHK Apartment for Sale in Jolly Residency, Vesu Surat",Carpet Area,1020.0,Resale,Ready to Move,6,Unfurnished,4412.0,12,75.0,3.0
"3 BHK Apartment for Sale in Avadh Copperstone, Dumas Road Surat",Super Area,1890.0,Resale,Ready to Move,6,Semi-Furnished,4762.0,12,90.0,3.0
2 BHK Apartment for Sale in Vesu Surat,Super Area,1321.0,New Property,Possession,5,Unfurnished,5072.0,14,67.0,2.0
"3 BHK Apartment for Sale in Sangath Homes, Palanpur Surat",Super Area,2045.0,New Property,Possession,6,Unfurnished,4221.0,13,86.3,3.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1135.0,New Property,Possession,7,Unfurnished,4753.0,13,98.0,3.0
"3 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",Super Area,1625.0,New Property,Possession,7,Unfurnished,3411.0,14,55.4,3.0
"3 BHK Apartment for Sale in Shaligram Flats, Vesu Surat",Super Area,1850.0,New Property,Ready to Move,6,Unfurnished,5000.0,12,92.5,3.0
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1050.0,New Property,Ready to Move,4,Unfurnished,4000.0,12,73.0,3.0
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1003.0,New Property,Ready to Move,6,Unfurnished,3945.0,13,72.0,3.0
"2 BHK Apartment for Sale in Shubham Pearl, Palanpur Surat",Super Area,1275.0,New Property,Ready to Move,5,Unfurnished,3991.0,13,50.9,2.0
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Carpet Area,1100.0,Resale,Ready to Move,9,Unfurnished,3909.0,15,67.5,3.0
3 BHK Apartment for Sale in Jahangirabad Surat,Super Area,1625.0,New Property,Possession,5,Unfurnished,3250.0,14,52.8,3.0
"3 BHK Apartment for Sale in Roongta Green Homes, Godadara Surat",Carpet Area,1035.0,New Property,Ready to Move,7,Unfurnished,3600.0,14,67.8,3.0
3 BHK Apartment for Sale in Pal Surat,Super Area,1971.0,New Property,Possession,7,Unfurnished,4710.0,14,92.8,3.0
"3 BHK Apartment for Sale in Shreeji Residency, Vesu Surat",Carpet Area,1140.0,Resale,Ready to Move,6,Unfurnished,4947.0,12,94.0,3.0
"2 BHK Apartment for Sale in Samarth Srushti, Pal Surat",Super Area,1311.0,New Property,Ready to Move,4,Unfurnished,4158.0,12,54.5,2.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,1953.0,New Property,Possession,6,Unfurnished,5069.0,14,99.0,3.0
"2 BHK Apartment for Sale in Sai Parisar, Palanpur Surat",Super Area,1269.0,New Property,Ready to Move,7,Unfurnished,4291.0,14,54.5,2.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,996.0,New Property,Possession,7,Unfurnished,4528.0,14,82.0,3.0
"3 BHK Apartment for Sale in Shiv Samarth II, Pal Surat",Super Area,1802.0,New Property,Possession,7,Unfurnished,3851.0,13,69.4,3.0
"3 BHK Apartment for Sale in Shaligram Flats, Vesu Surat",Super Area,1885.0,New Property,Ready to Move,6,Unfurnished,5000.0,12,94.3,3.0
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,974.0,Resale,Ready to Move,8,Unfurnished,3664.0,13,65.0,3.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,904.0,New Property,Ready to Move,5,Unfurnished,3589.0,13,59.0,3.0
"3 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",Super Area,1586.0,New Property,Possession,8,Unfurnished,3800.0,13,60.3,3.0
"3 BHK Apartment for Sale in Green City, Pal Surat",Super Area,1658.0,Resale,Ready to Move,8,Furnished,3920.0,13,65.0,3.0
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Carpet Area,1120.0,Resale,Ready to Move,1,Unfurnished,3762.0,15,65.0,3.0
2 BHK Apartment for Sale in Vesu Surat,Carpet Area,735.0,New Property,Possession,5,Unfurnished,5100.0,14,69.4,2.0
"2 BHK Apartment for Sale in Shivam Heights, Parvat Patiya Surat",Super Area,1319.0,Resale,Ready to Move,6,Furnished,4170.0,8,55.0,2.0
3 BHK Apartment for Sale in Pal Surat,Super Area,1955.0,Resale,Ready to Move,11,Unfurnished,5013.0,14,98.0,3.0
3 BHK  House for Sale in Jahangirabad Surat,Super Area,1296.0,New Property,Ready to Move,0,Unfurnished,6559.0,3,85.0,3.0
"4 BHK Apartment for Sale in Nandini 1, Vesu Surat",Carpet Area,1300.0,Resale,Ready to Move,8,Unfurnished,5000.0,13,100.0,4.0
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1726.0,Resale,Ready to Move,6,Unfurnished,3795.0,15,65.5,3.0
3 BHK Apartment for Sale in Althan Surat,Super Area,1850.0,New Property,Ready to Move,7,Unfurnished,4200.0,12,77.7,3.0
"3 BHK Apartment for Sale in Sai Parisar, Palanpur Surat",Super Area,1725.0,New Property,Ready to Move,7,Unfurnished,4291.0,14,74.0,3.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1029.0,New Property,Ready to Move,6,Unfurnished,4813.0,10,90.0,3.0
"3 BHK Penthouse for Sale in Siddhi Vinayak Elements, Jahangirabad Surat",Super Area,2158.0,New Property,Possession,13,Unfurnished,3942.0,14,85.1,3.0
"3 BHK Apartment for Sale in Avadh Copperstone, Dumas Road Surat",Carpet Area,850.0,Resale,Ready to Move,3,Unfurnished,4286.0,3,81.0,3.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,750.0,New Property,Ready to Move,12,Unfurnished,4000.0,13,53.6,2.0
"3 BHK Apartment for Sale in Sai Parisar, Palanpur Surat",Super Area,1725.0,New Property,Possession,6,Unfurnished,4464.0,13,77.0,3.0
"3 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",Super Area,1586.0,New Property,Possession,5,Unfurnished,3783.0,13,60.0,3.0
"3 BHK Apartment for Sale in Shubham Pearl, Palanpur Surat",Super Area,1775.0,New Property,Ready to Move,5,Unfurnished,3991.0,13,70.8,3.0
"3 BHK Apartment for Sale in Nakshatra heights, Pal Surat",Carpet Area,1100.0,Resale,Ready to Move,10,Unfurnished,4000.0,12,60.0,3.0
2 BHK Apartment for Sale in Pal Surat,Super Area,1325.0,New Property,Ready to Move,5,Unfurnished,4646.0,13,61.6,2.0
"3 BHK Apartment for Sale in 7 Star Empire Twilight Star, Godadara Surat",Super Area,1850.0,Resale,Ready to Move,7,Unfurnished,4595.0,12,85.0,3.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,1351.0,New Property,Possession,10,Unfurnished,4145.0,21,56.0,2.0
3 BHK Apartment for Sale in Dandi Road Surat,Super Area,1849.0,New Property,Possession,5,Unfurnished,3751.0,13,69.4,3.0
"2 BHK Apartment for Sale in Siddhi Residency, Pal Gam Surat",Carpet Area,889.0,Resale,Ready to Move,5,Unfurnished,4428.0,12,55.0,2.0
"3 BHK Apartment for Sale in Aagam Wildflower, Vesu Surat",Carpet Area,937.0,Resale,Ready to Move,3,Unfurnished,4866.0,13,76.0,3.0
"3 BHK Apartment for Sale in Avadh Carolina, Dumas Road Surat",Super Area,1840.0,Resale,Ready to Move,4,Unfurnished,4702.0,12,86.5,3.0
"2 BHK Apartment for Sale in Santvan Skyon, Palanpur Surat",Super Area,1173.0,New Property,Ready to Move,5,Furnished,4689.0,13,55.0,2.0
2 BHK  House for Sale in Narthan Surat,Carpet Area,1170.0,New Property,Possession,0,Unfurnished,4359.0,1,51.0,2.0
"2 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1311.0,New Property,Possession,7,Unfurnished,4251.0,14,55.7,2.0
"3 BHK Apartment for Sale in Avadh Copperstone, Dumas Road Surat",Carpet Area,1134.0,Resale,Ready to Move,1,Semi-Furnished,4661.0,12,88.1,3.0
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,980.0,New Property,Ready to Move,3,Unfurnished,3600.0,14,60.8,3.0
"3 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",Super Area,1825.0,New Property,Possession,6,Unfurnished,3991.0,13,72.8,3.0
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1726.0,New Property,Ready to Move,7,Unfurnished,3991.0,14,68.9,3.0
"3 BHK Apartment for Sale in Shiv Samarth II, Pal Surat",Carpet Area,1100.0,Resale,Ready to Move,9,Unfurnished,4051.0,14,62.5,3.0
3 BHK Apartment for Sale in Althan Surat,Super Area,2093.0,New Property,Possession,5,Unfurnished,4550.0,14,95.2,3.0
"4 BHK Apartment for Sale in 7 Star Empire Twilight Star, Godadara Surat",Super Area,2250.0,Resale,Ready to Move,5,Unfurnished,4444.0,12,100.0,4.0
3 BHK Apartment for Sale in Pal Surat,Super Area,1704.0,New Property,Possession,8,Unfurnished,4250.0,14,72.4,3.0
"3 BHK Apartment for Sale in Dream World Residency, Vesu Surat",Carpet Area,1140.0,Resale,Ready to Move,4,Unfurnished,4789.0,12,91.0,3.0
"2 BHK Apartment for Sale in Vitoria Heights, Jahangirabad Surat",Super Area,1345.0,Resale,Ready to Move,10,Unfurnished,3717.0,14,50.0,2.0
3 BHK Apartment for Sale in Althan Surat,Carpet Area,1000.0,New Property,Possession,9,Unfurnished,4436.0,12,86.5,3.0
"2 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1311.0,New Property,Possession,4,Unfurnished,4251.0,13,55.7,2.0
"2 BHK Apartment for Sale in Siddhi Vinayak Elements, Jahangirabad Surat",Super Area,1340.0,New Property,Possession,5,Unfurnished,3861.0,14,51.7,2.0
"3 BHK Apartment for Sale in Avadh Copperstone, Dumas Road Surat",Carpet Area,1134.0,New Property,Ready to Move,7,Unfurnished,4656.0,12,88.0,3.0
"3 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",Super Area,1665.0,New Property,Possession,6,Unfurnished,3411.0,14,56.8,3.0
2 BHK Apartment for Sale in Pal Surat,Carpet Area,700.0,New Property,Ready to Move,4,Unfurnished,4291.0,14,53.6,2.0
"3 BHK Apartment for Sale in Veer Swastik Sky, Pal Surat",Super Area,1881.0,New Property,Possession,6,Unfurnished,4550.0,13,85.6,3.0
"3 BHK Apartment for Sale in Shiv Samarth II, Pal Surat",Carpet Area,1250.0,Resale,Ready to Move,9,Unfurnished,4139.0,14,74.5,3.0
3 BHK Apartment for Sale in Pal Surat,Super Area,2036.0,New Property,Possession,5,Unfurnished,4715.0,12,96.0,3.0
"3 BHK Apartment for Sale in Mahaveer Heights, Vesu Surat",Super Area,1700.0,New Property,Ready to Move,4,Unfurnished,5000.0,10,85.0,3.0
2 BHK Apartment for Sale in Pal Surat,Super Area,1206.0,New Property,Possession,9,Unfurnished,4312.0,14,52.0,2.0
"3 BHK Apartment for Sale in Madhav Residency, Adajan Surat",Super Area,1700.0,Resale,Ready to Move,8,Semi-Furnished,4235.0,10,72.0,3.0
"3 BHK Apartment for Sale in Shubh Enclave, Vesu Surat",Carpet Area,1170.0,Resale,Ready to Move,6,Unfurnished,4615.0,11,90.0,3.0
"3 BHK Apartment for Sale in The Address, Vesu Surat",Super Area,1953.0,New Property,Ready to Move,8,Unfurnished,5000.0,12,97.7,3.0
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,2111.0,New Property,Possession,6,Unfurnished,4249.0,13,89.7,3.0
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1811.0,New Property,Possession,8,Unfurnished,4251.0,14,77.0,3.0
"2 BHK Apartment for Sale in Avadh Onica, Dumas Road Surat",Carpet Area,770.0,New Property,Ready to Move,8,Unfurnished,4500.0,12,63.0,2.0
"2 BHK Apartment for Sale in Samarth Srushti, Pal Surat",Carpet Area,720.0,Resale,Ready to Move,3,Semi-Furnished,4310.0,5,56.5,2.0
"3 BHK Apartment for Sale in Veer Swastik Hills, Pal Surat",Super Area,1845.0,New Property,Possession,6,Unfurnished,4600.0,13,84.9,3.0
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1726.0,Resale,Ready to Move,3,Unfurnished,3795.0,15,65.5,3.0
"3 BHK Apartment for Sale in Aston Homes, Palanpur Surat",Carpet Area,1550.0,Resale,Ready to Move,3,Unfurnished,4527.0,13,98.6,3.0
3 BHK Apartment for Sale in Althan Surat,Super Area,1690.0,New Property,Possession,5,Unfurnished,3561.0,14,60.2,3.0
"3 BHK Apartment for Sale in ashirwad avenue, Vesu Surat",Super Area,1857.0,Resale,Ready to Move,7,Furnished,5116.0,12,95.0,3.0
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1625.0,Resale,Ready to Move,7,Semi-Furnished,3815.0,12,62.0,3.0
"3 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1609.0,Resale,Ready to Move,2,Unfurnished,3853.0,12,62.0,3.0
"3 BHK Apartment for Sale in Nandini 3, Vesu Surat",Carpet Area,1062.0,Resale,Ready to Move,6,Unfurnished,4743.0,9,84.0,3.0
"2 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1311.0,New Property,Possession,9,Unfurnished,4251.0,13,55.7,2.0
"3 BHK Apartment for Sale in Orchid Fantasia, Palanpur Surat",Super Area,1690.0,New Property,Ready to Move,9,Unfurnished,3550.0,14,60.0,3.0
2 BHK  House for Sale in Dandi Road Surat,Carpet Area,1500.0,New Property,Ready to Move,0,Unfurnished,4200.0,1,63.0,2.0
"3 BHK Apartment for Sale in Siddhi Vinayak Elements, Jahangirabad Surat",Super Area,1857.0,New Property,Possession,8,Unfurnished,3861.0,14,71.7,3.0
"3 BHK Apartment for Sale in Marion Residency, Dumas Road Surat",Carpet Area,1530.0,Resale,Ready to Move,7,Unfurnished,2941.0,12,75.0,3.0
"3 BHK Apartment for Sale in The Legacy, Jahangirabad Surat",Carpet Area,1100.0,New Property,Possession,4,Unfurnished,3800.0,13,72.6,3.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,910.0,New Property,Ready to Move,6,Unfurnished,4550.0,13,78.9,3.0
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1857.0,Resale,Ready to Move,4,Unfurnished,3985.0,15,74.0,3.0
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Carpet Area,1100.0,Resale,Ready to Move,9,Unfurnished,3723.0,13,65.0,3.0
3 BHK Apartment for Sale in Althan Surat,Super Area,1616.0,New Property,Ready to Move,7,Unfurnished,4000.0,13,64.6,3.0
"3 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",Super Area,1805.0,New Property,Ready to Move,9,Unfurnished,4211.0,12,76.0,3.0
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1725.0,New Property,Ready to Move,6,Furnished,4184.0,14,72.2,3.0
"4 BHK  House for Sale in Sangini Swaraj, Palanpur Surat",Super Area,1296.0,Resale,Ready to Move,0,Furnished,5787.0,3,75.0,4.0
"2 BHK Apartment for Sale in Bhakti Victory Shoppers, Palanpur Gam Surat",Super Area,1848.0,New Property,Ready to Move,1,Semi-Furnished,4600.0,13,85.0,2.0
"3 BHK Apartment for Sale in Shilp Residency, VIP Road Surat",Carpet Area,1170.0,Resale,Ready to Move,7,Unfurnished,4872.0,11,95.0,3.0
"2 BHK Apartment for Sale in Avadh Onica, Dumas Road Surat",Super Area,1400.0,New Property,Possession,10,Unfurnished,4500.0,13,63.0,2.0
"2 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",Super Area,1225.0,New Property,Ready to Move,7,Unfurnished,4200.0,14,51.5,2.0
3 BHK  House for Sale in Dandi Road Surat,Carpet Area,1500.0,New Property,Possession,0,Furnished,3400.0,1,51.0,3.0
"3 BHK Apartment for Sale in Sumerru Sky Leaf, Palanpur Surat",Super Area,1757.0,New Property,Possession,7,Unfurnished,3838.0,13,67.4,3.0
"3 BHK Apartment for Sale in Acacia, Vesu Surat",Super Area,2186.0,New Property,Possession,11,Unfurnished,4500.0,12,98.4,3.0
"2 BHK Apartment for Sale in Abhishek Sanctum Celino, Palanpur Surat",Carpet Area,750.0,Resale,Ready to Move,4,Furnished,4478.0,13,60.0,2.0
"3 BHK Apartment for Sale in Veer Swastik Sky, Pal Surat",Carpet Area,1056.0,New Property,Possession,7,Unfurnished,4550.0,13,87.4,3.0
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1857.0,Resale,Ready to Move,5,Unfurnished,3985.0,15,74.0,3.0
"2 BHK Apartment for Sale in Santvan Newon, Palanpur Surat",Carpet Area,950.0,Resale,Ready to Move,14,Unfurnished,4038.0,14,50.5,2.0
3 BHK Apartment for Sale in Pal Surat,Super Area,1825.0,New Property,Ready to Move,7,Unfurnished,4645.0,14,84.8,3.0
"2 BHK Apartment for Sale in Green Leaf, Vesu Surat",Carpet Area,785.0,Resale,Ready to Move,4,Unfurnished,4962.0,14,65.0,2.0
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1625.0,Resale,Ready to Move,7,Semi-Furnished,3851.0,12,62.6,3.0
"3 BHK Apartment for Sale in Orchid Fantasia, Palanpur Surat",Super Area,1690.0,New Property,Possession,10,Unfurnished,3846.0,14,65.0,3.0
"3 BHK Apartment for Sale in Swastik Milestone, Vesu Canal Road Surat",Carpet Area,1072.0,Resale,Ready to Move,4,Unfurnished,5152.0,12,85.0,3.0
"2 BHK Apartment for Sale in Atlanta Sky Desk, Bhimrad Surat",Super Area,1200.0,New Property,Ready to Move,14,Unfurnished,4591.0,19,55.1,2.0
"3 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",Super Area,1550.0,New Property,Possession,7,Unfurnished,4194.0,13,65.0,3.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,719.0,New Property,Possession,7,Unfurnished,3941.0,10,51.5,2.0
"2 BHK Apartment for Sale in Sai Parisar, Palanpur Surat",Super Area,1215.0,New Property,Possession,6,Unfurnished,4291.0,14,52.1,2.0
"2 BHK Apartment for Sale in Raghuvir Sheron, Vesu Surat",Super Area,1361.0,New Property,Ready to Move,10,Unfurnished,5143.0,13,70.0,2.0
"2 BHK Apartment for Sale in Siddhi Vinayak Elements, Jahangirabad Surat",Carpet Area,737.0,New Property,Possession,2,Unfurnished,3800.0,14,50.9,2.0
"3 BHK Apartment for Sale in Orchid Greens, Palanpur Surat",Super Area,1741.0,Resale,Ready to Move,5,Unfurnished,3906.0,13,68.0,3.0
"3 BHK Apartment for Sale in Suryam Square, Palanpur Surat",Carpet Area,900.0,Resale,Ready to Move,5,Unfurnished,3967.0,13,59.5,3.0
3 BHK Apartment for Sale in VIP Road Surat,Super Area,2125.0,New Property,Possession,7,Unfurnished,4700.0,13,99.9,3.0
3 BHK Apartment for Sale in Adajan Surat,Super Area,1625.0,Resale,Ready to Move,7,Semi-Furnished,3870.0,12,62.9,3.0
"2 BHK Apartment for Sale in Narayan Coral Heights, Palanpur Surat",Super Area,1260.0,Resale,Ready to Move,3,Semi-Furnished,4048.0,13,51.0,2.0
"2 BHK Apartment for Sale in Atlanta Sky Desk, Bhimrad Surat",Carpet Area,644.0,New Property,Ready to Move,9,Unfurnished,4953.0,19,58.0,2.0
"2 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",Super Area,1365.0,New Property,Possession,6,Unfurnished,5500.0,12,75.1,2.0
3 BHK Apartment for Sale in swarna sopan Surat,Carpet Area,948.0,Resale,Possession,9,Unfurnished,3600.0,13,62.1,3.0
"3 BHK Apartment for Sale in Sai Parisar, Palanpur Surat",Super Area,1725.0,New Property,Possession,7,Unfurnished,4291.0,13,74.0,3.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,940.0,New Property,Ready to Move,7,Unfurnished,3299.0,14,56.4,3.0
"2 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1328.0,Resale,Ready to Move,11,Unfurnished,3991.0,15,53.0,2.0
"3 BHK Apartment for Sale in Santvan Seron, Palanpur Surat",Carpet Area,1100.0,Resale,Ready to Move,9,Unfurnished,4100.0,14,76.3,3.0
3 BHK Apartment for Sale in VIP Road Surat,Super Area,2100.0,New Property,Possession,7,Unfurnished,4551.0,13,95.6,3.0
3 BHK Apartment for Sale in Pal Surat,Super Area,2177.0,New Property,Ready to Move,7,Unfurnished,4502.0,14,98.0,3.0
"3 BHK Penthouse for Sale in Nakshatra Solitaire, Palanpur Surat",Super Area,2346.0,Resale,Ready to Move,12,Furnished,4049.0,12,95.0,3.0
"3 BHK Apartment for Sale in Milestone Utsav, Althan Surat",Carpet Area,1017.0,Resale,Ready to Move,6,Unfurnished,4811.0,13,89.0,3.0
"2 BHK Apartment for Sale in Phoenix Avenue, Pal Surat",Super Area,1450.0,New Property,Possession,6,Unfurnished,5200.0,13,75.4,2.0
2 BHK  House for Sale in Narthan Surat,Carpet Area,1170.0,New Property,Possession,0,Unfurnished,4359.0,1,51.0,2.0
"3 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",Super Area,1550.0,New Property,Possession,6,Unfurnished,4200.0,14,65.1,3.0
"3 BHK Apartment for Sale in Pratishtha Heights, Palanpur Surat",Super Area,1918.0,New Property,Possession,5,Unfurnished,3700.0,13,71.0,3.0
"3 BHK Apartment for Sale in Stuti Arista, Palanpur Surat",Super Area,1520.0,Resale,Ready to Move,11,Furnished,3618.0,12,55.0,3.0
