property_name,areaWithType,square_feet,transaction,status,floor,furnishing,price_per_sqft,num_floor,price_lakh,bhk
"2 BHK Apartment for Sale in Shubham Pearl, Palanpur Surat",Carpet Area,975.0,Resale,Possession,9,Unfurnished,3843.0,13,49.0,2.0
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat",Super Area,1127.0,New Property,Ready to Move,10,Unfurnished,3683.0,19,41.5,2.0
"2 BHK Apartment for Sale in Orchid Fantasia, Palanpur Surat",Carpet Area,680.0,New Property,Ready to Move,4,Unfurnished,3600.0,14,45.0,2.0
"1 BHK Apartment for Sale in Ramaa Residency, Jahangirabad Surat",Super Area,750.0,Resale,Ready to Move,5,Unfurnished,3333.0,13,25.0,1.0
2 BHK Apartment for Sale in Dindoli Surat,Carpet Area,570.0,New Property,Ready to Move,8,Unfurnished,2689.0,8,26.4,2.0
"2 BHK Apartment for Sale in Sumerru Sky Leaf, Palanpur Surat",Super Area,1204.0,New Property,Possession,7,Unfurnished,3838.0,14,46.2,2.0
"2 BHK Apartment for Sale in The Capital, Palanpur Surat",Super Area,1190.0,New Property,Ready to Move,8,Unfurnished,4034.0,13,48.0,2.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,700.0,New Property,Ready to Move,4,Unfurnished,3951.0,13,47.0,2.0
3 BHK Apartment for Sale in Dindoli Surat,Super Area,1381.0,New Property,Possession,7,Unfurnished,2691.0,11,37.2,3.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,859.0,New Property,Possession,6,Unfurnished,2544.0,14,39.0,3.0
2 BHK Apartment for Sale in Althan Surat,Super Area,1250.0,New Property,Possession,5,Unfurnished,3561.0,14,44.5,2.0
"2 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",Super Area,1252.0,New Property,Ready to Move,6,Unfurnished,3514.0,15,44.0,2.0
2 BHK Apartment for Sale in Jahangirabad Surat,Super Area,1100.0,New Property,Ready to Move,6,Unfurnished,3273.0,13,36.0,2.0
"1 BHK Apartment for Sale in S2N Orchid Ventura, Palan Pur Patiya Surat",Super Area,768.0,Resale,Ready to Move,3,Unfurnished,3060.0,5,23.5,1.0
1 BHK Apartment for Sale in Jahangirabad Surat,Super Area,685.0,Resale,Ready to Move,7,Unfurnished,3351.0,12,23.0,1.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1125.0,Resale,Ready to Move,3,Semi-Furnished,3556.0,5,40.0,2.0
"2 BHK Apartment for Sale in Laxmi Nova, Jahangirabad Surat",Super Area,1278.0,New Property,Possession,8,Unfurnished,3521.0,13,45.0,2.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1205.0,Resale,Ready to Move,7,Furnished,3817.0,13,46.0,2.0
"2 BHK Apartment for Sale in Anjani Residency, Jahangir Pura Surat",Super Area,1250.0,Resale,Ready to Move,1,Furnished,3440.0,5,43.0,2.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,700.0,Resale,Ready to Move,8,Furnished,3500.0,10,42.0,2.0
2 BHK Apartment for Sale in Surat Surat,Carpet Area,550.0,Resale,Ready to Move,5,Unfurnished,3167.0,11,38.0,2.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,1250.0,Resale,Ready to Move,6,Semi-Furnished,3200.0,10,40.0,2.0
"2 BHK Apartment for Sale in Green Paradise, Jahangirabad Surat",Super Area,1015.0,Resale,Ready to Move,9,Unfurnished,3448.0,13,35.0,2.0
"2 BHK Apartment for Sale in Nakshatra Embassy, Palanpur Surat",Carpet Area,965.0,Resale,Ready to Move,6,Semi-Furnished,3612.0,12,45.0,2.0
"2 BHK Apartment for Sale in Rajhans Platinum, Palanpur Surat",Super Area,1170.0,Resale,Ready to Move,2,Unfurnished,3248.0,5,38.0,2.0
"2 BHK Apartment for Sale in Sangini Swaraj, Jahangir Pura Surat",Super Area,1050.0,Resale,Ready to Move,6,Unfurnished,3333.0,12,35.0,2.0
2 BHK Apartment for Sale in Dindoli Surat,Carpet Area,659.0,New Property,Ready to Move,8,Unfurnished,2676.0,8,30.4,2.0
"2 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",Super Area,1180.0,New Property,Ready to Move,6,Unfurnished,3991.0,14,47.1,2.0
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat",Super Area,1127.0,New Property,Ready to Move,6,Unfurnished,3700.0,19,41.7,2.0
3 BHK  House for Sale in Narthan Surat,Carpet Area,1500.0,New Property,Possession,1,Unfurnished,2933.0,1,44.0,3.0
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,600.0,New Property,Ready to Move,7,Unfurnished,3300.0,13,33.4,2.0
2 BHK Apartment for Sale in Vanakala Surat,Carpet Area,698.0,New Property,Ready to Move,14,Unfurnished,3204.0,14,40.7,2.0
3 BHK Apartment for Sale in Dindoli Surat,Super Area,1472.0,New Property,Possession,7,Unfurnished,2497.0,13,36.8,3.0
2 BHK Apartment for Sale in gail tower Surat,Carpet Area,750.0,Resale,Ready to Move,4,Unfurnished,2952.0,7,31.0,2.0
2 BHK Apartment for Sale in Bhimrad Surat,Super Area,1275.0,New Property,Possession,5,Unfurnished,3843.0,13,49.0,2.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1050.0,Resale,Ready to Move,2,Unfurnished,3048.0,5,32.0,2.0
"2 BHK Apartment for Sale in Nakshatra Embassy, Palanpur Surat",Super Area,1246.0,Resale,Ready to Move,7,Unfurnished,3531.0,13,44.0,2.0
"2 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",Super Area,1180.0,New Property,Possession,5,Unfurnished,3797.0,13,44.8,2.0
"2 BHK Apartment for Sale in Coral Heights, Vesu Canal Road Surat",Super Area,1246.0,Resale,Ready to Move,5,Unfurnished,3291.0,12,41.0,2.0
1 BHK Apartment for Sale in Jahangirabad Surat,Super Area,685.0,New Property,Ready to Move,7,Unfurnished,3628.0,12,24.9,1.0
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1500.0,Resale,Ready to Move,2,Unfurnished,2933.0,11,44.0,3.0
"2 BHK Apartment for Sale in Orchid Fantasia, Palanpur Surat",Super Area,1250.0,New Property,Possession,5,Unfurnished,3600.0,14,45.0,2.0
1 BHK Apartment for Sale in Palanpur Surat,Super Area,997.0,Resale,Ready to Move,7,Semi-Furnished,2508.0,13,25.0,1.0
"2 BHK Apartment for Sale in Vaishnodevi Kingswood, Jahangirabad Surat",Super Area,1335.0,New Property,Possession,5,Unfurnished,3199.0,13,42.7,2.0
2 BHK Apartment for Sale in LP Savani Surat,Super Area,950.0,Resale,Ready to Move,2,Semi-Furnished,3684.0,5,35.0,2.0
1 BHK Apartment for Sale in Palanpur Surat,Carpet Area,500.0,Resale,Ready to Move,4,Semi-Furnished,3241.0,5,23.5,1.0
1 BHK Apartment for Sale in Adajan Surat,Super Area,980.0,Resale,Ready to Move,4,Unfurnished,2551.0,12,25.0,1.0
"2 BHK Apartment for Sale in Nakshatra Embassy, Palanpur Surat",Carpet Area,1000.0,Resale,Ready to Move,5,Unfurnished,3652.0,13,45.5,2.0
"2 BHK Apartment for Sale in Vaishnodevi Amour Jahagirabad, Jahangirabad Surat",Carpet Area,570.0,Resale,Ready to Move,3,Unfurnished,3691.0,14,46.5,2.0
"1 BHK Apartment for Sale in Orchid Infinity, Palan Pur Patiya Surat",Super Area,690.0,Resale,Ready to Move,2,Semi-Furnished,3696.0,7,25.5,1.0
2 BHK Apartment for Sale in Dindoli Surat,Carpet Area,582.0,New Property,Ready to Move,2,Unfurnished,2891.0,10,30.6,2.0
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat",Super Area,1127.0,New Property,Ready to Move,6,Unfurnished,3851.0,19,43.4,2.0
"3 BHK Apartment for Sale in Kelly La Maison, Vanakala Surat",Super Area,1533.0,New Property,Ready to Move,5,Unfurnished,2740.0,13,42.0,3.0
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,700.0,New Property,Ready to Move,4,Unfurnished,3361.0,12,40.0,2.0
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,732.0,New Property,Ready to Move,6,Unfurnished,3300.0,13,44.0,2.0
2 BHK Apartment for Sale in Dindoli Surat,Super Area,1145.0,New Property,Possession,3,Unfurnished,2620.0,7,30.0,2.0
2 BHK Apartment for Sale in Bhesan Gam Surat,Carpet Area,635.0,New Property,Ready to Move,7,Unfurnished,3377.0,13,39.0,2.0
"2 BHK Apartment for Sale in Aagam Prestige, Magdalla Surat",Super Area,1156.0,New Property,Ready to Move,9,Unfurnished,4109.0,13,47.5,2.0
"2 BHK Apartment for Sale in Devshree Benito, Jahangir Pura Surat",Super Area,1250.0,Resale,Ready to Move,8,Unfurnished,3360.0,13,42.0,2.0
"2 BHK Apartment for Sale in JT JT Stuti Icon, Adajan Surat",Super Area,1256.0,Resale,Ready to Move,8,Semi-Furnished,2727.0,13,34.3,2.0
"2 BHK Apartment for Sale in Swicon Wings, Jahangirabad Surat",Super Area,1170.0,Resale,Ready to Move,6,Unfurnished,3350.0,13,39.2,2.0
"2 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1219.0,Resale,Ready to Move,6,Unfurnished,3600.0,13,43.9,2.0
1 BHK Apartment for Sale in Palanpur Surat,Super Area,997.0,Resale,Ready to Move,7,Semi-Furnished,2859.0,13,28.5,1.0
2 BHK Apartment for Sale in LP Savani Surat,Super Area,950.0,Resale,Ready to Move,2,Semi-Furnished,3706.0,5,35.2,2.0
3 BHK  House for Sale in Narthan Surat,Carpet Area,1500.0,New Property,Ready to Move,0,Unfurnished,2941.0,2,44.1,3.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1200.0,Resale,Ready to Move,6,Furnished,3417.0,13,41.0,2.0
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat",Carpet Area,900.0,Resale,Ready to Move,9,Unfurnished,4034.0,19,46.5,2.0
"3 BHK Apartment for Sale in Penttagon, Palanpur Gam Surat",Super Area,1385.0,New Property,Ready to Move,8,Unfurnished,3466.0,13,48.0,3.0
2 BHK Apartment for Sale in Dindoli Surat,Carpet Area,600.0,New Property,Ready to Move,4,Unfurnished,2896.0,10,31.6,2.0
"2 BHK Apartment for Sale in Swicon Wings, Jahangirabad Surat",Super Area,1190.0,New Property,Ready to Move,6,Unfurnished,3450.0,13,41.1,2.0
3 BHK  House for Sale in Masma Village Surat,Carpet Area,1090.0,New Property,Possession,0,Unfurnished,2983.0,1,32.5,3.0
1 BHK Apartment for Sale in Palanpur Gam Surat,Carpet Area,420.0,New Property,Ready to Move,8,Unfurnished,3600.0,10,25.9,1.0
2 BHK Apartment for Sale in Jahangir Pura Surat,Carpet Area,704.0,New Property,Ready to Move,7,Unfurnished,3164.0,14,40.5,2.0
3 BHK Apartment for Sale in Dindoli Surat,Super Area,1645.0,New Property,Possession,5,Unfurnished,2650.0,11,43.6,3.0
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,747.0,Resale,Ready to Move,4,Semi-Furnished,2696.0,5,31.0,2.0
"2 BHK Apartment for Sale in Sumerru Sky Leaf, Palanpur Surat",Super Area,1204.0,New Property,Possession,5,Unfurnished,3650.0,14,44.0,2.0
"2 BHK Apartment for Sale in The Capital, Palanpur Surat",Super Area,1190.0,Resale,Ready to Move,5,Semi-Furnished,3950.0,14,47.0,2.0
"2 BHK Apartment for Sale in Ramaa Residency, Jahangirabad Surat",Super Area,1178.0,New Property,Possession,5,Unfurnished,3065.0,14,36.1,2.0
"1 BHK Apartment for Sale in Swicon Wings, Jahangirabad Surat",Super Area,735.0,New Property,Possession,6,Unfurnished,3500.0,13,25.7,1.0
"2 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Carpet Area,707.0,Resale,Ready to Move,6,Unfurnished,3602.0,13,43.9,2.0
"2 BHK Apartment for Sale in Rajhans Apple, Palanpur Gam Surat",Super Area,1150.0,Resale,Ready to Move,4,Semi-Furnished,3478.0,5,40.0,2.0
2 BHK Apartment for Sale in Jahangirabad Surat,Super Area,1150.0,Resale,Ready to Move,5,Furnished,3130.0,13,36.0,2.0
"2 BHK Apartment for Sale in Green Paradise, Jahangirabad Surat",Carpet Area,950.0,Resale,Ready to Move,9,Unfurnished,3473.0,15,35.1,2.0
"3 BHK Apartment for Sale in Shri Bhakti Dharm Township, Jahangirabad Surat",Super Area,1350.0,Resale,Ready to Move,3,Semi-Furnished,2741.0,5,37.0,3.0
2 BHK  House for Sale in Dindoli Surat,Carpet Area,760.0,New Property,Ready to Move,0,Unfurnished,2276.0,1,33.0,2.0
"2 BHK Apartment for Sale in The Capital, Palanpur Surat",Super Area,1120.0,New Property,Ready to Move,2,Unfurnished,4151.0,2,46.5,2.0
2 BHK  House for Sale in Masma Village Surat,Carpet Area,920.0,New Property,Possession,0,Unfurnished,2229.0,1,20.5,2.0
2 BHK Apartment for Sale in Pal Surat,Carpet Area,700.0,New Property,Ready to Move,1,Furnished,3700.0,7,43.4,2.0
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,645.0,New Property,Ready to Move,4,Unfurnished,3087.0,13,36.4,2.0
1 BHK Apartment for Sale in dream home real estate Surat,Super Area,813.0,New Property,Possession,8,Unfurnished,3507.0,14,28.5,1.0
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,706.0,New Property,Possession,9,Unfurnished,3016.0,14,38.0,2.0
"2 BHK Apartment for Sale in Griva Shivalik Residency, Bhimrad Surat",Super Area,1168.0,New Property,Ready to Move,5,Unfurnished,4000.0,14,46.7,2.0
"2 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1219.0,Resale,Ready to Move,6,Unfurnished,3363.0,13,41.0,2.0
"2 BHK Apartment for Sale in Divine Residency, Palanpur Gam Surat",Super Area,1191.0,Resale,Ready to Move,4,Unfurnished,3023.0,5,36.0,2.0
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat",Super Area,1127.0,Resale,Ready to Move,16,Unfurnished,3993.0,19,45.0,2.0
"1 BHK Apartment for Sale in Shayona Janki Residency, Jahangirabad Surat",Super Area,650.0,Resale,Ready to Move,5,Furnished,3385.0,12,22.0,1.0
"2 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1219.0,Resale,Ready to Move,6,Unfurnished,3600.0,13,43.9,2.0
"2 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1219.0,Resale,Ready to Move,7,Semi-Furnished,3610.0,13,44.0,2.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1300.0,Resale,Ready to Move,7,Furnished,3308.0,13,43.0,2.0
2 BHK Apartment for Sale in Jahangirabad Surat,Super Area,1180.0,Resale,Ready to Move,5,Semi-Furnished,3220.0,5,38.0,2.0
"2 BHK Apartment for Sale in Anand Avenue, Jahangirabad Surat",Super Area,1285.0,Resale,Ready to Move,12,Semi-Furnished,3813.0,14,49.0,2.0
1 BHK Apartment for Sale in Dindoli Surat,Carpet Area,434.0,New Property,Ready to Move,8,Unfurnished,2692.0,8,20.1,1.0
"2 BHK Apartment for Sale in Santvan Skyon, Palanpur Surat",Super Area,1173.0,Resale,Ready to Move,13,Furnished,4092.0,14,48.0,2.0
3 BHK  House for Sale in Narthan Surat,Carpet Area,1500.0,New Property,Possession,0,Unfurnished,2834.0,1,42.5,3.0
"3 BHK Apartment for Sale in Green City, Pal Surat",Carpet Area,900.0,Resale,Ready to Move,6,Semi-Furnished,3024.0,13,45.5,3.0
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,687.0,New Property,Ready to Move,5,Unfurnished,3647.0,14,43.2,2.0
1 BHK Apartment for Sale in Dindoli Surat,Super Area,719.0,New Property,Possession,3,Unfurnished,2282.0,7,16.4,1.0
"1 BHK Apartment for Sale in Ramaa Residency, Jahangirabad Surat",Carpet Area,367.0,New Property,Ready to Move,14,Unfurnished,3781.0,14,29.0,1.0
"3 BHK Apartment for Sale in Penttagon, Palanpur Gam Surat",Super Area,1385.0,New Property,Ready to Move,4,Unfurnished,3610.0,13,50.0,3.0
"2 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1219.0,Resale,Ready to Move,5,Unfurnished,3445.0,13,42.0,2.0
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat",Super Area,1127.0,Resale,Ready to Move,18,Unfurnished,3985.0,19,44.9,2.0
"2 BHK Apartment for Sale in Siddhi Vinayak Heights, Pal Surat",Super Area,1205.0,Resale,Ready to Move,8,Unfurnished,3611.0,14,43.5,2.0
"2 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1219.0,Resale,Ready to Move,6,Unfurnished,3619.0,13,44.1,2.0
"2 BHK Apartment for Sale in Shubham Heights, Jahangirabad Surat",Super Area,1233.0,Resale,Ready to Move,1,Furnished,3974.0,10,49.0,2.0
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,900.0,Resale,Ready to Move,5,Semi-Furnished,3067.0,5,46.0,3.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1266.0,Resale,Ready to Move,6,Furnished,2844.0,12,36.0,2.0
2 BHK Apartment for Sale in Palanpur Gam Surat,Super Area,1125.0,Resale,Ready to Move,5,Semi-Furnished,2933.0,5,33.0,2.0
"2 BHK Apartment for Sale in Shyam enclave, Jahangirabad Surat",Super Area,1252.0,Resale,Ready to Move,5,Unfurnished,2875.0,13,36.0,2.0
1 BHK Apartment for Sale in Dindoli Surat,Carpet Area,434.0,New Property,Ready to Move,8,Unfurnished,2692.0,8,20.1,1.0
"2 BHK Apartment for Sale in Green Paradise, Jahangirabad Surat",Carpet Area,600.0,Resale,Ready to Move,7,Unfurnished,3956.0,14,40.0,2.0
2 BHK Apartment for Sale in Dindoli Surat,Super Area,1045.0,Resale,Ready to Move,7,Furnished,3254.0,8,34.0,2.0
"2 BHK Apartment for Sale in Green Tulip, Jahangirabad Surat",Carpet Area,710.0,New Property,Ready to Move,1,Unfurnished,4196.0,13,47.0,2.0
"2 BHK Apartment for Sale in Ambica Arihant Heights, Palan Pur Patiya Surat",Super Area,1178.0,New Property,Ready to Move,9,Semi-Furnished,3650.0,13,43.0,2.0
"2 BHK Apartment for Sale in Orchid Blossom, Palanpur Surat",Super Area,1050.0,Resale,Ready to Move,3,Unfurnished,3429.0,5,36.0,2.0
"2 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1219.0,Resale,Ready to Move,6,Unfurnished,3624.0,13,44.2,2.0
"2 BHK Apartment for Sale in Divine Residency, Palanpur Gam Surat",Super Area,1180.0,Resale,Ready to Move,4,Unfurnished,3475.0,5,41.0,2.0
3 BHK  House for Sale in Narthan Surat,Carpet Area,1500.0,New Property,Ready to Move,0,Unfurnished,2948.0,2,44.2,3.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1295.0,Resale,Ready to Move,6,Furnished,3707.0,13,48.0,2.0
"2 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",Super Area,1180.0,Resale,Ready to Move,9,Unfurnished,3644.0,13,43.0,2.0
1 BHK Apartment for Sale in Dindoli Surat,Carpet Area,428.0,New Property,Ready to Move,8,Unfurnished,2695.0,8,19.9,1.0
3 BHK  House for Sale in Dindoli Surat,Carpet Area,1600.0,New Property,Ready to Move,0,Unfurnished,3286.0,2,46.0,3.0
"2 BHK Apartment for Sale in Shyam enclave, Jahangirabad Surat",Carpet Area,688.0,New Property,Ready to Move,2,Unfurnished,3994.0,13,50.0,2.0
2 BHK Apartment for Sale in Althan Surat,Carpet Area,700.0,New Property,Ready to Move,3,Furnished,2976.0,11,35.0,2.0
"1 BHK Apartment for Sale in Orchid Blossom, Palanpur Surat",Carpet Area,422.0,Resale,Ready to Move,4,Unfurnished,4462.0,5,29.0,1.0
"3 BHK Apartment for Sale in Green City, Pal Surat",Super Area,1505.0,Resale,Ready to Move,6,Unfurnished,3056.0,12,46.0,3.0
"2 BHK Apartment for Sale in Sangini Swaraj, Jahangir Pura Surat",Super Area,1251.0,Resale,Ready to Move,8,Furnished,2839.0,12,35.5,2.0
3 BHK  House for Sale in Narthan Surat,Carpet Area,1500.0,New Property,Ready to Move,0,Unfurnished,2967.0,2,44.5,3.0
1 BHK Apartment for Sale in Jahangirabad Surat,Super Area,751.0,Resale,Ready to Move,6,Furnished,3196.0,13,24.0,1.0
"2 BHK Apartment for Sale in Green City, Bhatha Surat",Super Area,1110.0,Resale,Ready to Move,3,Semi-Furnished,3784.0,5,42.0,2.0
"2 BHK Apartment for Sale in Green Paradise, Jahangirabad Surat",Carpet Area,600.0,Resale,Ready to Move,7,Unfurnished,3462.0,12,35.0,2.0
2 BHK  House for Sale in Dindoli Surat,Carpet Area,815.0,New Property,Ready to Move,0,Unfurnished,2458.0,2,29.5,2.0
2 BHK Apartment for Sale in Dindoli Surat,Super Area,1143.0,New Property,Ready to Move,5,Unfurnished,2582.0,10,29.5,2.0
"1 BHK Apartment for Sale in Orchid Blossom, Palanpur Surat",Super Area,650.0,Resale,Ready to Move,4,Unfurnished,4462.0,5,29.0,1.0
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Super Area,1651.0,New Property,Possession,6,Unfurnished,4101.0,14,67.7,3.0
3 BHK Apartment for Sale in Bamroli Surat,Carpet Area,929.0,New Property,Possession,5,Unfurnished,3681.0,13,62.2,3.0
3 BHK Apartment for Sale in Bamroli Surat,Carpet Area,832.0,New Property,Possession,8,Unfurnished,3749.0,14,69.4,3.0
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1651.0,New Property,Ready to Move,6,Unfurnished,4240.0,14,70.0,3.0
2 BHK Apartment for Sale in Pal Surat,Super Area,1351.0,New Property,Possession,5,Unfurnished,4251.0,13,57.4,2.0
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,925.0,New Property,Possession,3,Unfurnished,3400.0,14,57.1,3.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,721.0,New Property,Possession,7,Unfurnished,4249.0,14,55.7,2.0
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Super Area,1651.0,New Property,Possession,5,Unfurnished,4100.0,13,67.7,3.0
2 BHK Apartment for Sale in NavYug College Surat,Carpet Area,1650.0,Resale,Ready to Move,7,Unfurnished,3125.0,10,50.0,2.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,847.0,Resale,Ready to Move,1,Furnished,5903.0,13,50.0,2.0
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Super Area,1861.0,New Property,Possession,5,Unfurnished,4250.0,13,79.1,3.0
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Carpet Area,1000.0,Resale,Possession,9,Unfurnished,3951.0,14,65.2,3.0
4 BHK Builder Floor for Sale in Varachha Main Road Surat,Super Area,1000.0,Resale,Ready to Move,2,Unfurnished,9000.0,4,90.0,4.0
3 BHK  House for Sale in Dindoli Surat,Carpet Area,1600.0,Resale,Ready to Move,1,Unfurnished,2800.0,1,70.0,3.0
3 BHK  House for Sale in Hajira Surat,Carpet Area,850.0,Resale,Ready to Move,1,Unfurnished,7353.0,2,75.0,3.0
3 BHK Apartment for Sale in Surat Surat,Super Area,1820.0,Resale,Ready to Move,1,Furnished,3846.0,7,70.0,3.0
2 BHK Apartment for Sale in Althan Surat,Carpet Area,900.0,Resale,Ready to Move,1,Semi-Furnished,4333.0,9,52.0,2.0
3 BHK Apartment for Sale in Bhimrad Surat,Super Area,1773.0,New Property,Ready to Move,8,Unfurnished,4250.0,14,75.4,3.0
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Super Area,1651.0,New Property,Possession,5,Unfurnished,4200.0,14,69.3,3.0
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1540.0,Resale,Ready to Move,3,Furnished,3896.0,14,60.0,3.0
2 BHK Apartment for Sale in Vesu Surat,Super Area,1389.0,New Property,Possession,8,Unfurnished,4860.0,13,67.5,2.0
2 BHK Apartment for Sale in Gauravpath Road Surat,Carpet Area,665.0,Resale,Possession,4,Unfurnished,4257.0,13,51.5,2.0
2 BHK Apartment for Sale in Vesu Surat,Super Area,1389.0,New Property,Possession,5,Unfurnished,4851.0,13,67.4,2.0
3 BHK Apartment for Sale in Piplod Surat,Super Area,1050.0,Resale,Ready to Move,7,Furnished,5238.0,12,55.0,3.0
